Date_time,BO1017_Pressure(m),BO1021_FLOW1),BO1021_Pressure,BO1022_flow1,BO1022_Pressure(m),,,,,,,,,,,,
9/24/2023 15:30,27.6,2366,13.453,810.8,25.818,,,,,,,,,,,,
9/24/2023 15:45,28.831,2394.4,13.414,726,25.411,,,,,,,,,,,,
9/24/2023 16:00,30.018,2490,13.367,724.4,27.847,,,,,,,,,,,,
9/24/2023 16:15,29.638,2586,13.312,756.4,27.361,,,,,,,,,,,,
9/24/2023 16:30,29.332,2583.6,13.25,790,26.719,,,,,,,,,,,,
9/24/2023 16:45,29.177,2563.6,13.164,756.4,26.711,,,,,,,,,,,,
9/24/2023 17:00,28.832,2576.8,13.109,794,26.429,,,,,,,,,,,,
9/24/2023 17:15,28.37,2596,13.062,794.4,25.85,,,,,,,,,,,,
9/24/2023 17:30,28.235,2556.8,13.015,830.4,25.576,,,,,,,,,,,,
9/24/2023 17:45,28.209,2531.2,13.031,840,25.27,,,,,,,,,,,,
9/24/2023 18:00,28.031,2548.4,13.023,854.8,25.709,,,,,,,,,,,,
9/24/2023 18:15,28.033,2514,12.991,781.2,25.223,,,,,,,,,,,,
9/24/2023 18:30,28.242,2498,12.984,865.6,25.325,,,,,,,,,,,,
9/24/2023 18:45,28.307,2476.4,12.952,838.8,25.803,,,,,,,,,,,,
9/24/2023 19:00,27.534,2452.8,12.952,788.8,25.184,,,,,,,,,,,,
9/24/2023 19:15,27.584,2388.8,12.921,792.4,25.098,,,,,,,,,,,,
9/24/2023 19:30,27.806,2395.2,12.937,775.6,25.372,,,,,,,,,,,,
9/24/2023 19:45,28.117,2341.2,12.96,781.2,25.521,,,,,,,,,,,,
9/24/2023 20:00,28.324,2319.2,12.905,775.2,26.139,,,,,,,,,,,,
9/24/2023 20:15,28.347,2318.8,12.96,718,26.257,,,,,,,,,,,,
9/24/2023 20:30,28.363,2320.4,12.937,723.2,26.241,,,,,,,,,,,,
9/24/2023 20:45,28.553,2305.6,12.937,742.8,26.445,,,,,,,,,,,,
9/24/2023 21:00,28.522,2266.8,12.929,747.2,26.429,,,,,,,,,,,,
9/24/2023 21:15,28.854,2244.8,12.929,796,26.594,,,,,,,,,,,,
9/24/2023 21:30,29.246,2220,12.96,798.4,26.962,,,,,,,,,,,,
9/24/2023 21:45,27.092,2174,12.96,736,27.424,,,,,,,,,,,,
9/24/2023 22:00,23.695,2059.2,12.929,686.8,22.365,,,,,,,,,,,,
9/24/2023 22:15,24.018,1856,12.937,611.6,22.897,,,,,,,,,,,,
9/24/2023 22:30,24.268,1794,12.937,594.4,23.226,,,,,,,,,,,,
9/24/2023 22:45,23.949,1764.4,12.937,560.4,23.446,,,,,,,,,,,,
9/24/2023 23:00,21.432,1740.4,12.937,493.2,20.885,,,,,,,,,,,,
9/24/2023 23:15,21.714,1567.2,12.96,408.8,21.143,,,,,,,,,,,,
9/24/2023 23:30,21.992,1559.2,12.905,410,21.355,,,,,,,,,,,,
9/24/2023 23:45,22.32,1533.2,12.897,432,21.848,,,,,,,,,,,,
9/25/2023 0:00,21.651,1519.2,12.921,382.8,22.107,,,,,,,,,,,,
9/25/2023 0:15,21.352,1459.6,12.921,348.4,21.057,,,,,,,,,,,,
9/25/2023 0:30,21.65,1435.2,12.921,330.8,21.394,,,,,,,,,,,,
9/25/2023 0:45,21.833,1426.4,12.921,335.6,21.715,,,,,,,,,,,,
9/25/2023 1:00,22.373,1414.4,12.921,362,22.459,,,,,,,,,,,,
9/25/2023 1:15,22.566,1134,12.921,406.4,22.412,,,,,,,,,,,,
9/25/2023 1:30,22.873,1120.4,12.921,429.2,23.046,,,,,,,,,,,,
9/25/2023 1:45,23.072,1121.6,12.921,314,23.031,,,,,,,,,,,,
9/25/2023 2:00,23.269,1114.4,12.89,307.6,23.352,,,,,,,,,,,,
9/25/2023 2:15,23.445,1111.6,12.921,302.8,23.461,,,,,,,,,,,,
9/25/2023 2:30,23.556,1107.2,12.913,296.4,23.727,,,,,,,,,,,,
9/25/2023 2:45,23.739,1110.4,12.89,361.6,23.884,,,,,,,,,,,,
9/25/2023 3:00,23.857,1111.2,12.921,369.2,23.908,,,,,,,,,,,,
9/25/2023 3:15,23.882,1117.2,12.913,311.6,24.009,,,,,,,,,,,,
9/25/2023 3:30,23.884,1128.8,12.913,324.8,23.955,,,,,,,,,,,,
9/25/2023 3:45,23.899,1166,12.913,314.8,24.088,,,,,,,,,,,,
9/25/2023 4:00,23.689,1167.6,12.921,292.4,24.064,,,,,,,,,,,,
9/25/2023 4:15,23.595,1198.8,12.89,308.4,23.563,,,,,,,,,,,,
9/25/2023 4:30,23.363,1244,12.921,273.2,23.571,,,,,,,,,,,,
9/25/2023 4:45,24.139,1296.4,12.921,262.4,23.328,,,,,,,,,,,,
9/25/2023 5:00,23.796,1443.6,12.921,277.2,24.025,,,,,,,,,,,,
9/25/2023 5:15,23.217,1800.4,12.921,320,23.179,,,,,,,,,,,,
9/25/2023 5:30,21.926,1912.8,12.929,276,22.271,,,,,,,,,,,,
9/25/2023 5:45,23.248,2182.8,12.952,280.4,20.031,,,,,,,,,,,,
9/25/2023 6:00,24.82,2562.8,12.952,359.2,23.446,,,,,,,,,,,,
9/25/2023 6:15,24.207,2608.8,12.952,452.8,22.702,,,,,,,,,,,,
9/25/2023 6:30,23.914,2492.4,12.929,607.2,22.271,,,,,,,,,,,,
9/25/2023 6:45,25.755,2462,12.937,672.4,21.942,,,,,,,,,,,,
9/25/2023 7:00,28.234,2545.6,12.968,712.8,25.591,,,,,,,,,,,,
9/25/2023 7:15,28.393,2663.2,12.944,766.4,25.489,,,,,,,,,,,,
9/25/2023 7:30,28.399,2664.4,12.976,738.8,25.811,,,,,,,,,,,,
9/25/2023 7:45,28.194,2653.2,13.007,766,25.936,,,,,,,,,,,,
9/25/2023 8:00,28.132,2613.6,12.96,909.2,25.043,,,,,,,,,,,,
9/25/2023 8:15,28.266,2578.4,13.023,960.8,25.521,,,,,,,,,,,,
9/25/2023 8:30,28.252,2627.2,13.007,871.6,25.544,,,,,,,,,,,,
9/25/2023 8:45,28.236,2592.8,13.046,793.2,25.834,,,,,,,,,,,,
9/25/2023 9:00,28.23,2556.4,13.109,822.4,25.709,,,,,,,,,,,,
9/25/2023 9:15,28.303,2516.8,13.14,848.4,25.779,,,,,,,,,,,,
9/25/2023 9:30,28.522,2511.2,13.125,836,26.006,,,,,,,,,,,,
9/25/2023 9:45,28.636,2520.4,13.109,897.2,26.233,,,,,,,,,,,,
9/25/2023 10:00,28.625,2545.6,13.164,854,26.077,,,,,,,,,,,,
9/25/2023 10:15,28.656,2528,13.179,917.2,26.116,,,,,,,,,,,,
9/25/2023 10:30,28.721,2482.8,13.226,876,26.006,,,,,,,,,,,,
9/25/2023 10:45,28.972,2498.4,13.265,903.2,26.366,,,,,,,,,,,,
9/25/2023 11:00,29.094,2471.2,13.281,823.6,26.782,,,,,,,,,,,,
9/25/2023 11:15,29.126,2453.6,13.32,824,26.962,,,,,,,,,,,,
9/25/2023 11:30,28.858,2467.6,13.336,795.2,26.523,,,,,,,,,,,,
9/25/2023 11:45,28.993,2466.4,13.344,877.6,26.664,,,,,,,,,,,,
9/25/2023 12:00,28.978,2398.8,13.359,856.8,26.578,,,,,,,,,,,,
9/25/2023 12:15,29.079,2376.4,13.399,858,26.688,,,,,,,,,,,,
9/25/2023 12:30,29.399,2362.4,13.43,846.8,26.907,,,,,,,,,,,,
9/25/2023 12:45,29.605,2374.8,13.414,833.2,27.338,,,,,,,,,,,,
9/25/2023 13:00,27.953,2388.4,13.446,832,26.163,,,,,,,,,,,,
9/25/2023 13:15,28.048,2324.8,13.485,868,25.717,,,,,,,,,,,,
9/25/2023 13:30,28.297,2360,13.485,858.4,26.069,,,,,,,,,,,,
9/25/2023 13:45,28.496,2342.8,13.485,841.6,26.21,,,,,,,,,,,,
9/25/2023 14:00,28.683,2309.6,13.453,859.2,26.453,,,,,,,,,,,,
9/25/2023 14:15,28.707,2329.2,13.446,861.6,26.406,,,,,,,,,,,,
9/25/2023 14:30,28.62,2314.4,13.477,869.6,26.586,,,,,,,,,,,,
9/25/2023 14:45,28.634,2367.2,13.453,824.4,26.774,,,,,,,,,,,,
9/25/2023 15:00,28.608,2406,13.446,812.4,26.445,,,,,,,,,,,,
9/25/2023 15:15,28.412,2418.4,13.414,820.8,26.351,,,,,,,,,,,,
9/25/2023 15:30,28.143,2427.6,13.399,827.2,26.163,,,,,,,,,,,,
9/25/2023 15:45,28.134,2466,13.336,807.2,26.053,,,,,,,,,,,,
9/25/2023 16:00,30.548,2464,13.344,760.8,25.865,,,,,,,,,,,,
9/25/2023 16:15,30.657,2620.8,13.273,845.2,28.16,,,,,,,,,,,,
9/25/2023 16:30,30.458,2629.2,13.265,922.8,28.011,,,,,,,,,,,,
9/25/2023 16:45,29.717,2641.6,13.218,904.4,27.314,,,,,,,,,,,,
9/25/2023 17:00,29.127,2698,13.203,917.6,26.374,,,,,,,,,,,,
9/25/2023 17:15,28.578,2728.8,13.164,935.2,25.85,,,,,,,,,,,,
9/25/2023 17:30,28.183,2746,13.148,880.4,25.56,,,,,,,,,,,,
9/25/2023 17:45,27.655,2740,13.117,838.4,24.879,,,,,,,,,,,,
9/25/2023 18:00,27.486,2772.4,13.101,827.2,24.417,,,,,,,,,,,,
9/25/2023 18:15,27.378,2813.6,13.085,818.4,24.096,,,,,,,,,,,,
9/25/2023 18:30,27.378,2777.2,13.054,869.6,24.675,,,,,,,,,,,,
9/25/2023 18:45,26.809,2745.6,13.046,861.6,24.471,,,,,,,,,,,,
9/25/2023 19:00,26.325,2654.8,13.031,845.6,23.641,,,,,,,,,,,,
9/25/2023 19:15,26.339,2606.4,12.999,851.6,23.5,,,,,,,,,,,,
9/25/2023 19:30,26.548,2599.6,12.999,792.4,23.759,,,,,,,,,,,,
9/25/2023 19:45,26.719,2604,12.991,795.2,24.096,,,,,,,,,,,,
9/25/2023 20:00,26.804,2577.2,12.968,786.8,24.15,,,,,,,,,,,,
9/25/2023 20:15,26.962,2526.4,12.937,821.6,24.221,,,,,,,,,,,,
9/25/2023 20:30,27.149,2543.6,12.984,802.4,24.432,,,,,,,,,,,,
9/25/2023 20:45,27.323,2505.2,12.984,804.8,24.644,,,,,,,,,,,,
9/25/2023 21:00,27.525,2500,12.984,808.8,24.863,,,,,,,,,,,,
9/25/2023 21:15,27.698,2532,12.984,769.2,25.09,,,,,,,,,,,,
9/25/2023 21:30,27.979,2465.2,12.976,787.6,25.403,,,,,,,,,,,,
9/25/2023 21:45,25.176,2446.4,12.976,761.2,25.951,,,,,,,,,,,,
9/25/2023 22:00,23.3425,2246.4,12.976,707.2,21.182,,,,,,,,,,,,
9/25/2023 22:15,23.429,2156,12.952,647.6,27.173,,,,,,,,,,,,
9/25/2023 22:30,23.735,2424,12.976,673.2,27.87,,,,,,,,,,,,
9/25/2023 22:45,23.23325,2348,12.976,659.2,28.183,,,,,,,,,,,,
9/25/2023 23:00,21.58325,2224.8,12.944,561.6,24.354,,,,,,,,,,,,
9/25/2023 23:15,21.3045,1953.6,12.976,514.4,24.628,,,,,,,,,,,,
9/25/2023 23:30,21.62275,1874.4,12.944,504.4,25.137,,,,,,,,,,,,
9/25/2023 23:45,21.635,1811.6,12.952,469.6,25.301,,,,,,,,,,,,
9/26/2023 0:00,21.12025,1764.4,12.976,418.4,23.367,,,,,,,,,,,,
9/26/2023 0:15,21.289,1408,12.976,449.6,23.9,,,,,,,,,,,,
9/26/2023 0:30,21.22275,1367.6,12.976,439.6,24.276,,,,,,,,,,,,
9/26/2023 0:45,21.4155,1280.8,12.952,421.6,16.304,,,,,,,,,,,,
9/26/2023 1:00,21.7285,1092.4,12.976,363.6,19.804,,,,,,,,,,,,
9/26/2023 1:15,20.273,1184,12.944,331.6,20.439,,,,,,,,,,,,
9/26/2023 1:30,20.547,1308,12.968,299.6,20.595,,,,,,,,,,,,
9/26/2023 1:45,20.86,1327.6,12.968,297.2,20.916,,,,,,,,,,,,
9/26/2023 2:00,21.012,1312.4,12.944,296,21.206,,,,,,,,,,,,
9/26/2023 2:15,21.236,1320,12.944,298,21.339,,,,,,,,,,,,
9/26/2023 2:30,21.496,1317.2,12.921,341.2,21.605,,,,,,,,,,,,
9/26/2023 2:45,21.637,1328,12.937,281.6,21.754,,,,,,,,,,,,
9/26/2023 3:00,21.752,1332.8,12.968,283.6,21.966,,,,,,,,,,,,
9/26/2023 3:15,21.868,1325.6,12.913,273.6,21.989,,,,,,,,,,,,
9/26/2023 3:30,21.961,1342.8,12.913,265.6,22.099,,,,,,,,,,,,
9/26/2023 3:45,22.049,1379.2,12.968,266,22.232,,,,,,,,,,,,
9/26/2023 4:00,22.035,1386,12.937,267.6,22.177,,,,,,,,,,,,
9/26/2023 4:15,21.955,1411.6,12.968,273.6,22.083,,,,,,,,,,,,
9/26/2023 4:30,21.614,1450.8,12.968,269.6,21.887,,,,,,,,,,,,
9/26/2023 4:45,23.081,1680.8,12.968,272.8,22.349,,,,,,,,,,,,
9/26/2023 5:00,22.705,1920,12.944,276.8,22.662,,,,,,,,,,,,
9/26/2023 5:15,22.015,2003.6,12.944,295.6,21.793,,,,,,,,,,,,
9/26/2023 5:30,21.116,2095.6,12.944,318.8,20.932,,,,,,,,,,,,
9/26/2023 5:45,25.095,2233.6,12.944,436.4,23.305,,,,,,,,,,,,
9/26/2023 6:00,24.188,2584,12.937,470.8,22.968,,,,,,,,,,,,
9/26/2023 6:15,23.594,2579.6,12.968,542.8,22.036,,,,,,,,,,,,
9/26/2023 6:30,23.298,2541.6,12.944,502,21.715,,,,,,,,,,,,
9/26/2023 6:45,25.264,2479.2,12.976,588.4,21.128,,,,,,,,,,,,
9/26/2023 7:00,27.536,2560.4,12.976,725.6,24.965,,,,,,,,,,,,
9/26/2023 7:15,27.659,2652,13.007,767.6,25.012,,,,,,,,,,,,
9/26/2023 7:30,27.687,2686.8,13.015,791.6,25.466,,,,,,,,,,,,
9/26/2023 7:45,27.39,2663.2,13.031,766.8,24.652,,,,,,,,,,,,
9/26/2023 8:00,27.551,2634.4,13.054,912.8,24.965,,,,,,,,,,,,
9/26/2023 8:15,27.6,2647.2,13.125,805.2,25.114,,,,,,,,,,,,
9/26/2023 8:30,27.641,2603.2,13.14,854.8,24.926,,,,,,,,,,,,
9/26/2023 8:45,27.903,2582.4,13.179,881.6,25.223,,,,,,,,,,,,
9/26/2023 9:00,27.971,2582.8,13.218,866,25.458,,,,,,,,,,,,
9/26/2023 9:15,28.03,2559.6,13.234,853.2,25.505,,,,,,,,,,,,
9/26/2023 9:30,28.208,2534.8,13.25,854.8,25.748,,,,,,,,,,,,
9/26/2023 9:45,28.309,2515.2,13.289,822.8,26.077,,,,,,,,,,,,
9/26/2023 10:00,28.423,2518,13.305,845.2,26.092,,,,,,,,,,,,
9/26/2023 10:15,28.612,2524,13.344,871.6,26.249,,,,,,,,,,,,
9/26/2023 10:30,28.641,2532.4,13.383,872.4,26.226,,,,,,,,,,,,
9/26/2023 10:45,28.605,2537.6,13.359,835.6,26.539,,,,,,,,,,,,
9/26/2023 11:00,28.69,2534.4,13.391,827.6,26.359,,,,,,,,,,,,
9/26/2023 11:15,28.889,2537.2,13.399,818.8,26.664,,,,,,,,,,,,
9/26/2023 11:30,28.971,2517.2,13.43,785.2,26.915,,,,,,,,,,,,
9/26/2023 11:45,28.97,2482.4,13.406,764.4,26.774,,,,,,,,,,,,
9/26/2023 12:00,29.105,2490.4,13.352,815.6,26.766,,,,,,,,,,,,
9/26/2023 12:15,29.236,2448.8,13.265,819.6,26.868,,,,,,,,,,,,
9/26/2023 12:30,29.49,2451.2,13.195,789.2,27.369,,,,,,,,,,,,
9/26/2023 12:45,29.39,2386.4,13.164,764,27.392,,,,,,,,,,,,
9/26/2023 13:00,27.723,2377.2,13.109,802,23.532,,,,,,,,,,,,
9/26/2023 13:15,28.083,2284.4,13.093,809.6,25.904,,,,,,,,,,,,
9/26/2023 13:30,28.249,2301.2,13.062,771.6,26.468,,,,,,,,,,,,
9/26/2023 13:45,28.525,2306.8,13.085,756.8,26.515,,,,,,,,,,,,
9/26/2023 14:00,28.706,2282.4,13.054,790.4,26.922,,,,,,,,,,,,
9/26/2023 14:15,28.696,2298.4,13.046,813.2,26.766,,,,,,,,,,,,
9/26/2023 14:30,28.733,2341.2,13.046,820,27.009,,,,,,,,,,,,
9/26/2023 14:45,28.684,2356.8,13.046,773.2,26.766,,,,,,,,,,,,
9/26/2023 15:00,28.629,2353.2,13.046,811.6,26.735,,,,,,,,,,,,
9/26/2023 15:15,28.668,2377.2,13.046,813.6,26.922,,,,,,,,,,,,
9/26/2023 15:30,28.62,2392.8,13.015,829.2,26.844,,,,,,,,,,,,
9/26/2023 15:45,28.623,2370.4,13.07,818,26.57,,,,,,,,,,,,
9/26/2023 16:00,31.194,2372.8,13.015,790,28.567,,,,,,,,,,,,
9/26/2023 16:15,31.097,2466,13.038,900,29.186,,,,,,,,,,,,
9/26/2023 16:30,30.851,2554,13.031,880,28.716,,,,,,,,,,,,
9/26/2023 16:45,30.091,2569.6,13.031,836.8,28.144,,,,,,,,,,,,
9/26/2023 17:00,29.406,2656.4,13.031,840,26.829,,,,,,,,,,,,
9/26/2023 17:15,28.777,2686.4,12.976,840,26.288,,,,,,,,,,,,
9/26/2023 17:30,28.358,2711.2,12.999,795.2,25.85,,,,,,,,,,,,
9/26/2023 17:45,27.845,2740.4,12.968,775.2,25.137,,,,,,,,,,,,
9/26/2023 18:00,27.719,2707.6,12.991,920,24.753,,,,,,,,,,,,
9/26/2023 18:15,27.93,2715.6,12.984,809.6,25.114,,,,,,,,,,,,
9/26/2023 18:30,27.86,2681.2,12.96,744.4,25.2,,,,,,,,,,,,
9/26/2023 18:45,27.935,2689.6,12.952,726.8,25.239,,,,,,,,,,,,
9/26/2023 19:00,28.204,2626,12.952,719.2,25.779,,,,,,,,,,,,
9/26/2023 19:15,28.304,2669.6,12.976,654,25.912,,,,,,,,,,,,
9/26/2023 19:30,27.324,2623.6,12.952,637.2,25.474,,,,,,,,,,,,
9/26/2023 19:45,27.25,2535.2,12.976,636.4,25.02,,,,,,,,,,,,
9/26/2023 20:00,27.253,2522.8,12.944,686.8,24.879,,,,,,,,,,,,
9/26/2023 20:15,27.411,2486,12.968,733.6,24.988,,,,,,,,,,,,
9/26/2023 20:30,27.559,2459.6,12.913,721.6,25.278,,,,,,,,,,,,
9/26/2023 20:45,27.72,2456,12.944,706,25.333,,,,,,,,,,,,
9/26/2023 21:00,27.836,2420.4,12.968,748,25.458,,,,,,,,,,,,
9/26/2023 21:15,27.971,2386.8,12.937,761.2,25.67,,,,,,,,,,,,
9/26/2023 21:30,28.26,2361.6,12.944,729.6,26.022,,,,,,,,,,,,
9/26/2023 21:45,27.253,2328.8,12.937,693.2,26.476,,,,,,,,,,,,
9/26/2023 22:00,22.863,2234.8,12.937,673.6,21.386,,,,,,,,,,,,
9/26/2023 22:15,23.132,1934.8,12.937,624.8,21.817,,,,,,,,,,,,
9/26/2023 22:30,23.363,1926,12.968,612.4,22.028,,,,,,,,,,,,
9/26/2023 22:45,23.794,1869.6,12.96,611.2,22.529,,,,,,,,,,,,
9/26/2023 23:00,21.833,1850.8,12.937,586,23.054,,,,,,,,,,,,
9/26/2023 23:15,21.082,1689.6,12.96,529.6,20.219,,,,,,,,,,,,
9/26/2023 23:30,21.48,1622.4,12.96,479.6,20.595,,,,,,,,,,,,
9/26/2023 23:45,21.575,1595.2,12.96,444.8,21.159,,,,,,,,,,,,
9/27/2023 0:00,20.351,1597.2,12.96,434,19.812,,,,,,,,,,,,
9/27/2023 0:15,20.611,1475.6,12.96,426.4,20.321,,,,,,,,,,,,
9/27/2023 0:30,21.091,1491.6,12.96,444.4,20.258,,,,,,,,,,,,
9/27/2023 0:45,21.502,1268,12.905,478,21.222,,,,,,,,,,,,
9/27/2023 1:00,21.705,1222.4,12.929,376,21.668,,,,,,,,,,,,
9/27/2023 1:15,21.933,1226,12.96,354.8,21.958,,,,,,,,,,,,
9/27/2023 1:30,22.184,1218.4,12.929,348,22.107,,,,,,,,,,,,
9/27/2023 1:45,22.398,1218,12.905,330,22.326,,,,,,,,,,,,
9/27/2023 2:00,22.512,1214.8,12.952,326.8,22.553,,,,,,,,,,,,
9/27/2023 2:15,22.721,1221.6,12.929,395.2,22.796,,,,,,,,,,,,
9/27/2023 2:30,22.853,1216,12.929,312.4,23.038,,,,,,,,,,,,
9/27/2023 2:45,22.93,1217.6,12.952,306.4,23.148,,,,,,,,,,,,
9/27/2023 3:00,23.03,1236,12.952,326.8,23.148,,,,,,,,,,,,
9/27/2023 3:15,23.174,1239.6,12.952,306.8,23.328,,,,,,,,,,,,
9/27/2023 3:30,23.204,1240.4,12.952,311.6,23.516,,,,,,,,,,,,
9/27/2023 3:45,23.173,1257.6,12.929,283.6,23.359,,,,,,,,,,,,
9/27/2023 4:00,23.122,1285.6,12.96,275.6,23.359,,,,,,,,,,,,
9/27/2023 4:15,22.968,1326.4,12.929,277.6,23.273,,,,,,,,,,,,
9/27/2023 4:30,22.795,1356.4,12.952,288.4,23.132,,,,,,,,,,,,
9/27/2023 4:45,23.546,1412.8,12.929,267.2,22.741,,,,,,,,,,,,
9/27/2023 5:00,23.45,1520.4,12.952,293.6,23.524,,,,,,,,,,,,
9/27/2023 5:15,22.765,1900,12.921,291.2,22.662,,,,,,,,,,,,
9/27/2023 5:30,21.431,2027.2,12.921,300.8,21.778,,,,,,,,,,,,
9/27/2023 5:45,21.223,2144,12.921,366.4,19.608,,,,,,,,,,,,
9/27/2023 6:00,24.411,2276.8,12.921,486.8,22.921,,,,,,,,,,,,
9/27/2023 6:15,23.688,2513.2,12.952,587.2,22.122,,,,,,,,,,,,
9/27/2023 6:30,23.304,2497.6,12.929,626.4,21.582,,,,,,,,,,,,
9/27/2023 6:45,23.198,2435.2,12.96,704.8,21.394,,,,,,,,,,,,
9/27/2023 7:00,27.137,2393.6,12.968,710.4,21.198,,,,,,,,,,,,
9/27/2023 7:15,27.378,2695.2,13.007,773.2,24.98,,,,,,,,,,,,
9/27/2023 7:30,27.403,2700.4,13.031,818,24.886,,,,,,,,,,,,
9/27/2023 7:45,27.446,2613.6,13.093,896.4,24.464,,,,,,,,,,,,
9/27/2023 8:00,27.574,2600.4,13.078,898,24.926,,,,,,,,,,,,
9/27/2023 8:15,27.621,2617.2,13.085,844,25.012,,,,,,,,,,,,
9/27/2023 8:30,27.583,2634.4,13.093,850.4,25.074,,,,,,,,,,,,
9/27/2023 8:45,27.481,2624.8,13.156,852,24.871,,,,,,,,,,,,
9/27/2023 9:00,27.626,2612.8,13.179,950,24.957,,,,,,,,,,,,
9/27/2023 9:15,27.859,2596.8,13.234,1001.6,25.161,,,,,,,,,,,,
9/27/2023 9:30,28.097,2630.4,13.312,902,25.442,,,,,,,,,,,,
9/27/2023 9:45,28.002,2616,13.375,882.4,25.325,,,,,,,,,,,,
9/27/2023 10:00,27.997,2606.8,13.391,925.2,25.419,,,,,,,,,,,,
9/27/2023 10:15,27.99,2580.4,13.43,920.8,25.419,,,,,,,,,,,,
9/27/2023 10:30,28.165,2578,13.43,957.2,25.505,,,,,,,,,,,,
9/27/2023 10:45,28.387,2562,13.43,940.4,25.842,,,,,,,,,,,,
9/27/2023 11:00,28.483,2578.4,13.406,920,25.975,,,,,,,,,,,,
9/27/2023 11:15,28.646,2581.6,13.406,864.8,26.296,,,,,,,,,,,,
9/27/2023 11:30,28.706,2507.2,13.414,874,26.437,,,,,,,,,,,,
9/27/2023 11:45,28.804,2452.8,13.43,840,26.476,,,,,,,,,,,,
9/27/2023 12:00,29.091,2454.4,13.344,839.2,26.829,,,,,,,,,,,,
9/27/2023 12:15,29.295,2406.8,13.258,820.8,27.04,,,,,,,,,,,,
9/27/2023 12:30,29.271,2426.4,13.203,792.8,27.024,,,,,,,,,,,,
9/27/2023 12:45,28.604,2408.8,13.179,780.4,27.33,,,,,,,,,,,,
9/27/2023 13:00,27.897,2357.2,13.117,783.6,25.85,,,,,,,,,,,,
9/27/2023 13:15,28.093,2345.6,13.132,795.2,26.202,,,,,,,,,,,,
9/27/2023 13:30,28.258,2356.8,13.101,770.8,26.366,,,,,,,,,,,,
9/27/2023 13:45,28.428,2307.2,13.101,764.8,26.648,,,,,,,,,,,,
9/27/2023 14:00,28.425,2334,13.07,739.6,26.468,,,,,,,,,,,,
9/27/2023 14:15,28.552,2306.8,13.101,818,26.5,,,,,,,,,,,,
9/27/2023 14:30,28.488,2409.6,13.132,777.6,26.547,,,,,,,,,,,,
9/27/2023 14:45,28.429,2418.8,13.164,766.8,26.429,,,,,,,,,,,,
9/27/2023 15:00,28.231,2435.6,13.14,805.6,26.445,,,,,,,,,,,,
9/27/2023 15:15,28.182,2434.4,13.148,803.2,25.991,,,,,,,,,,,,
9/27/2023 15:30,28.178,2432,13.148,794.4,26.359,,,,,,,,,,,,
9/27/2023 15:45,29.808,2408.8,13.148,807.2,26.077,,,,,,,,,,,,
9/27/2023 16:00,31.115,2552.4,13.148,809.6,29.013,,,,,,,,,,,,
9/27/2023 16:15,30.924,2601.2,13.164,782.8,28.708,,,,,,,,,,,,
9/27/2023 16:30,30.595,2653.2,13.132,804,28.747,,,,,,,,,,,,
9/27/2023 16:45,29.825,2660.8,13.132,715.2,27.737,,,,,,,,,,,,
9/27/2023 17:00,29.194,2741.6,13.101,710,27.157,,,,,,,,,,,,
9/27/2023 17:15,28.657,2747.2,13.07,722.8,25.959,,,,,,,,,,,,
9/27/2023 17:30,28.183,2768.8,13.085,737.6,25.583,,,,,,,,,,,,
9/27/2023 17:45,27.689,2780.8,13.078,778.8,25.121,,,,,,,,,,,,
9/27/2023 18:00,27.381,2767.6,13.046,853.6,24.667,,,,,,,,,,,,
9/27/2023 18:15,27.431,2714.8,13.015,913.6,24.338,,,,,,,,,,,,
9/27/2023 18:30,27.592,2726.4,13.007,811.6,24.918,,,,,,,,,,,,
9/27/2023 18:45,27.543,2692.4,12.999,808.8,24.965,,,,,,,,,,,,
9/27/2023 19:00,26.729,2655.2,13.023,812,23.986,,,,,,,,,,,,
9/27/2023 19:15,26.895,2562.8,13.023,834,24.119,,,,,,,,,,,,
9/27/2023 19:30,26.946,2568.4,12.991,767.2,24.542,,,,,,,,,,,,
9/27/2023 19:45,27.054,2577.2,12.991,736.4,24.808,,,,,,,,,,,,
9/27/2023 20:00,27.036,2475.2,13.007,720.4,24.675,,,,,,,,,,,,
9/27/2023 20:15,27.149,2465.6,13.007,787.6,24.644,,,,,,,,,,,,
9/27/2023 20:30,27.261,2441.2,13.007,731.2,24.753,,,,,,,,,,,,
9/27/2023 20:45,27.348,2420.4,13.015,782.8,25.051,,,,,,,,,,,,
9/27/2023 21:00,27.661,2422,12.984,820.4,25.286,,,,,,,,,,,,
9/27/2023 21:15,27.897,2448,13.015,743.6,25.364,,,,,,,,,,,,
9/27/2023 21:30,28.164,2402.4,12.96,770.4,25.811,,,,,,,,,,,,
9/27/2023 21:45,28.479,2340,12.96,736,26.163,,,,,,,,,,,,
9/27/2023 22:00,23.346,2289.2,12.984,731.2,26.75,,,,,,,,,,,,
9/27/2023 22:15,23.039,1966.4,12.984,632.8,21.723,,,,,,,,,,,,
9/27/2023 22:30,23.519,1856.4,13.007,574,22.357,,,,,,,,,,,,
9/27/2023 22:45,21.075,1612.8,13.007,558.8,22.89,,,,,,,,,,,,
9/27/2023 23:00,20.953,1434.4,12.984,482.8,20.399,,,,,,,,,,,,
9/27/2023 23:15,21.3,1404.8,12.984,439.2,20.556,,,,,,,,,,,,
9/27/2023 23:30,21.684,1390.8,12.984,460.8,20.979,,,,,,,,,,,,
