Time,BO1016_pressure,BO1017_pressure,BO1029_pressure,NB1017_pressure,WS8007_pressure,NMN BOO Pressure
09/03/2023 0:00,21.488,20.313,13.168,20.039,12.678,21.444
09/03/2023 0:15,21.864,20.885,13.504,20.619,12.709,21.264
09/03/2023 0:30,22.005,20.924,13.285,20.713,12.709,20.787
09/03/2023 0:45,22.153,21.214,13.379,20.995,12.709,21.076
09/03/2023 1:00,22.373,21.386,13.191,21.19,12.709,20.787
09/03/2023 1:15,22.803,21.997,13.34,21.809,12.709,20.763
09/03/2023 1:30,22.882,22.028,13.528,21.809,12.709,20.826
09/03/2023 1:45,23.093,22.13,13.379,21.997,12.702,20.841
09/03/2023 2:00,23.164,22.467,13.41,22.279,12.702,20.497
09/03/2023 2:15,23.187,22.459,13.222,22.185,12.702,21.139
09/03/2023 2:30,23.375,22.717,13.34,22.514,12.702,21.217
09/03/2023 2:45,23.477,22.85,13.003,22.663,12.702,21.272
09/03/2023 3:00,23.602,22.968,13.191,22.749,12.702,21.397
09/03/2023 3:15,23.579,22.968,13.168,22.772,12.702,20.755
09/03/2023 3:30,23.688,23.07,13.426,22.85,12.702,21.327
09/03/2023 3:45,23.602,22.999,13.215,22.764,12.678,21.068
09/03/2023 4:00,23.634,22.999,13.403,22.788,12.702,21.233
09/03/2023 4:15,23.493,22.882,13.379,22.694,12.694,20.7
09/03/2023 4:30,23.43,22.756,13.183,22.522,12.694,21.092
09/03/2023 4:45,23.218,22.522,13.301,22.279,12.694,20.567
09/03/2023 5:00,22.819,21.895,13.285,21.707,12.67,21.1
09/03/2023 5:15,24.15,23.062,15.282,22.882,12.67,22.455
09/03/2023 5:30,23.923,22.741,15.258,22.569,12.647,22.979
09/03/2023 5:45,23.273,21.895,15.298,21.676,12.67,22.509
09/03/2023 6:00,29.906,27.627,24.585,27.471,12.694,30.896
09/03/2023 6:15,29.358,27.087,24.663,26.93,12.702,31.523
09/03/2023 6:30,29.209,26.805,24.507,26.641,12.733,31.35
09/03/2023 6:45,28.575,26.194,24.131,26.045,12.741,31.358
09/03/2023 7:00,33.688,30.431,32.345,30.227,12.749,38.187
09/03/2023 7:15,33.735,30.392,32.588,30.266,12.756,38.539
09/03/2023 7:30,33.359,29.828,32.361,29.569,12.827,38.61
09/03/2023 7:45,33.078,29.514,32.463,29.421,12.843,38.649
09/03/2023 8:00,32.874,29.256,32.338,29.193,12.827,39.197
09/03/2023 8:15,32.435,28.692,32.001,28.551,12.874,38.617
09/03/2023 8:30,32.404,28.653,32.345,28.395,12.882,38.555
09/03/2023 8:45,32.216,28.41,32.416,28.222,12.882,38.743
09/03/2023 9:00,32.224,28.504,32.361,28.356,12.882,38.844
09/03/2023 9:15,32.224,28.504,32.15,28.293,12.89,38.296
09/03/2023 9:30,32.263,28.536,32.541,28.269,12.913,39.299
09/03/2023 9:45,32.302,28.59,32.4,28.403,12.913,39.322
09/03/2023 10:00,32.302,28.551,32.369,28.442,12.952,38.539
09/03/2023 10:15,32.443,28.677,32.478,28.489,12.944,38.335
09/03/2023 10:30,32.388,28.7,32.345,28.473,12.905,38.155
09/03/2023 10:45,32.396,28.684,32.275,28.45,12.976,38.837
09/03/2023 11:00,32.428,28.637,32.259,28.504,13.031,38.68
09/03/2023 11:15,32.49,28.598,32.322,28.536,12.984,38.382
09/03/2023 11:30,32.42,28.771,32.408,28.575,12.921,39.017
09/03/2023 11:45,32.49,28.692,32.291,28.645,12.913,38.938
09/03/2023 12:00,32.702,28.974,32.353,28.747,12.905,37.936
09/03/2023 12:15,32.913,29.264,32.361,29.099,12.858,38.844
09/03/2023 12:30,32.991,29.303,32.424,29.28,12.827,38.805
09/03/2023 12:45,33.07,29.514,32.095,29.327,12.905,38.523
09/03/2023 13:00,30.454,27.322,28.211,27.142,12.968,34.953
09/03/2023 13:15,30.501,27.361,27.89,27.22,12.991,34.733
09/03/2023 13:30,30.603,27.463,28.085,27.322,12.991,35.101
09/03/2023 13:45,30.713,27.588,28.367,27.439,12.944,34.702
09/03/2023 14:00,30.83,27.737,28.164,27.572,12.897,34.921
09/03/2023 14:15,30.948,28.027,28.273,27.847,12.835,35
09/03/2023 14:30,31.01,28.027,28.352,27.909,12.811,35.007
09/03/2023 14:45,30.995,28.027,28.305,27.823,12.764,34.984
09/03/2023 15:00,31.088,28.034,28.226,27.847,12.756,35.485
09/03/2023 15:15,30.728,27.674,28.156,27.494,12.756,35.031
09/03/2023 15:30,30.689,27.682,28.085,27.424,12.733,34.686
09/03/2023 15:45,30.579,27.455,28.211,27.298,12.725,35.563
09/03/2023 16:00,36.374,32.255,37.161,32.075,12.717,43.097
09/03/2023 16:15,34.417,30.611,34.499,30.431,12.741,40.465
09/03/2023 16:30,34.111,30.298,34.17,30.125,12.741,40.215
09/03/2023 16:45,34.025,30.086,34.46,29.883,12.717,40.912
09/03/2023 17:00,34.025,30.078,34.287,29.875,12.741,40.638
09/03/2023 17:15,33.524,29.53,34.193,29.428,12.749,40.559
09/03/2023 17:30,33.359,29.264,34.366,29.186,12.717,40.348
09/03/2023 17:45,33.414,29.287,34.186,29.107,12.749,40.411
09/03/2023 18:00,33.164,29.021,34.381,28.857,12.749,40.967
09/03/2023 18:15,32.984,28.81,34.421,28.661,12.749,40.583
09/03/2023 18:30,32.921,28.802,34.374,28.606,12.741,40.724
09/03/2023 18:45,33.085,28.857,34.287,28.716,12.741,40.771
09/03/2023 19:00,31.073,27.259,31.359,26.969,12.741,38.148
09/03/2023 19:15,31.206,27.283,31.273,27.165,12.717,37.842
09/03/2023 19:30,31.402,27.565,31.445,27.345,12.717,36.769
09/03/2023 19:45,31.41,27.612,31.343,27.471,12.749,37.419
09/03/2023 20:00,31.511,27.729,31.202,27.596,12.772,37.529
09/03/2023 20:15,31.668,27.878,31.296,27.729,12.717,37.443
09/03/2023 20:30,31.738,28.113,31.421,27.948,12.749,37.701
09/03/2023 20:45,32.044,28.473,31.218,28.309,12.749,37.842
09/03/2023 21:00,32.114,28.489,31.233,28.348,12.709,37.004
09/03/2023 21:15,30.274,27.001,28.391,26.86,12.741,35.978
09/03/2023 21:30,30.321,27.165,28.516,27.071,12.686,35.148
09/03/2023 21:45,30.478,27.189,28.688,26.985,12.709,34.741
09/03/2023 22:00,25.262,22.984,20.348,22.709,12.709,27.756
09/03/2023 22:15,25.348,23.062,20.223,22.874,12.709,27.725
09/03/2023 22:30,25.427,23.179,20.638,22.96,12.702,27.74
09/03/2023 22:45,25.67,23.5,20.27,23.32,12.702,27.803
09/03/2023 23:00,22.318,20.744,15.266,20.478,12.702,23.308
09/03/2023 23:15,22.67,21.034,15.462,20.83,12.709,23.065
09/03/2023 23:30,22.647,21.151,15.329,20.885,12.733,23.175
09/03/2023 23:45,22.913,21.457,15.243,21.261,12.702,23.034
09/04/2023 0:00,23.038,21.59,15.219,21.331,12.702,22.838
09/04/2023 0:15,22.475,21.167,14.327,20.963,12.702,22.486
09/04/2023 0:30,22.678,21.449,14.201,21.229,12.694,22.055
09/04/2023 0:45,23.164,22.02,14.366,21.801,12.694,21.773
09/04/2023 1:00,23.312,22.255,14.577,22.044,12.67,22.204
09/04/2023 1:15,23.422,22.428,14.248,22.177,12.686,21.953
09/04/2023 1:30,23.688,22.686,14.311,22.467,12.686,21.718
09/04/2023 1:45,23.767,22.866,14.624,22.584,12.717,22.024
09/04/2023 2:00,23.986,23.023,14.334,22.866,12.686,21.844
09/04/2023 2:15,23.931,23.125,14.468,22.944,12.686,22.478
09/04/2023 2:30,24.166,23.273,14.287,23.14,12.686,22.133
09/04/2023 2:45,24.276,23.43,14.413,23.164,12.717,21.499
09/04/2023 3:00,24.385,23.508,14.358,23.43,12.717,22.274
09/04/2023 3:15,24.33,23.508,14.468,23.305,12.686,22.353
09/04/2023 3:30,24.299,23.508,14.013,23.234,12.717,21.617
09/04/2023 3:45,23.767,23.446,14.092,23.273,12.686,21.397
09/04/2023 4:00,23.743,23.406,13.927,23.156,12.694,21.593
09/04/2023 4:15,23.626,23.312,13.935,23.007,12.717,21.664
09/04/2023 4:30,23.547,23.25,13.865,22.937,12.717,21.695
09/04/2023 4:45,23.234,22.843,13.958,22.6,12.717,21.366
09/04/2023 5:00,22.811,22.294,13.927,22.146,12.694,21.758
09/04/2023 5:15,23.829,22.717,15.18,22.482,12.694,23.042
09/04/2023 5:30,23.547,22.271,15.172,22.052,12.694,22.987
09/04/2023 5:45,22.905,21.331,15.211,21.135,12.717,22.932
09/04/2023 6:00,29.256,26.821,24.397,26.648,12.717,32.094
09/04/2023 6:15,28.559,26.179,24.436,26.045,12.694,31.413
09/04/2023 6:30,28.042,25.458,24.225,25.278,12.694,31.632
09/04/2023 6:45,27.674,24.996,24.561,24.855,12.678,30.959
09/04/2023 7:00,32.788,29.131,32.455,29.099,12.741,39.126
09/04/2023 7:15,32.756,29.146,32.142,28.982,12.78,39.447
09/04/2023 7:30,32.702,29.029,32.706,28.865,12.772,38.735
09/04/2023 7:45,32.475,28.645,32.729,28.598,12.85,38.594
09/04/2023 8:00,32.435,28.637,32.8,28.598,12.866,38.68
09/04/2023 8:15,32.067,28.285,32.22,28.019,12.874,39.581
09/04/2023 8:30,31.919,28.105,32.627,28.05,12.858,38.014
09/04/2023 8:45,31.785,27.8,32.447,27.588,12.858,38.844
09/04/2023 9:00,31.691,27.643,32.291,27.549,12.858,38.891
09/04/2023 9:15,31.41,27.455,32.275,27.314,12.866,38.32
09/04/2023 9:30,30.846,27.431,32.424,27.283,12.905,38.641
09/04/2023 9:45,31.472,27.486,32.424,27.275,12.866,38.876
09/04/2023 10:00,31.41,27.314,32.439,27.173,12.858,39.079
09/04/2023 10:15,31.519,27.51,32.392,27.345,12.866,38.672
09/04/2023 10:30,31.605,27.549,32.486,27.424,12.827,38.508
09/04/2023 10:45,31.535,27.596,32.322,27.408,12.85,38.844
09/04/2023 11:00,31.48,27.471,32.322,27.361,12.874,38.86
09/04/2023 11:15,31.77,27.792,32.533,27.596,12.874,38.735
09/04/2023 11:30,31.676,27.674,32.204,27.557,12.96,38.774
09/04/2023 11:45,31.715,27.854,32.15,27.572,13.023,38.351
09/04/2023 12:00,31.707,27.745,32.001,27.635,13.07,38.844
09/04/2023 12:15,31.817,27.839,32.447,27.619,13.054,38.469
09/04/2023 12:30,31.699,27.76,32.04,27.666,13.023,38.179
09/04/2023 12:45,31.973,28.168,32.541,27.901,13.023,38.907
09/04/2023 13:00,28.974,26.155,28.07,25.967,13.031,34.631
09/04/2023 13:15,29.162,26.265,28.195,26.1,13.038,34.812
09/04/2023 13:30,29.538,26.233,28.312,26.022,13.078,35.665
09/04/2023 13:45,29.507,26.171,28.031,25.998,13.125,34.835
09/04/2023 14:00,29.922,26.515,28.383,26.343,13.093,35.211
09/04/2023 14:15,29.789,26.406,28.109,26.241,13.117,35.477
09/04/2023 14:30,29.742,26.265,28.179,26.132,13.117,35.219
09/04/2023 14:45,29.726,26.32,28.125,26.21,13.078,35.047
09/04/2023 15:00,29.671,26.265,28.438,26.233,13.038,35.101
09/04/2023 15:15,29.522,26.124,28.242,25.889,13.054,35.156
09/04/2023 15:30,29.569,26.241,28.171,26.077,13.023,35.336
09/04/2023 15:45,29.468,25.991,28.446,25.889,12.984,35.117
09/04/2023 16:00,33.312,29.178,34.256,29.068,12.999,40.669
09/04/2023 16:15,33.172,28.99,34.624,28.99,12.929,40.27
09/04/2023 16:30,32.255,28.684,34.468,28.52,12.921,40.63
09/04/2023 16:45,32.709,28.379,34.217,28.356,12.913,41.202
09/04/2023 17:00,32.24,27.878,34.146,27.612,12.913,40.771
09/04/2023 17:15,31.402,27.298,33.896,27.173,12.913,40.019
09/04/2023 17:30,31.378,27.157,34.233,27.024,12.882,40.599
09/04/2023 17:45,31.269,26.633,33.825,26.484,12.874,40.755
09/04/2023 18:00,31.19,26.507,34.217,26.539,12.866,41.249
09/04/2023 18:15,31.229,26.476,34.178,26.382,12.858,40.426
09/04/2023 18:30,31.237,26.703,33.81,26.578,12.85,41.711
09/04/2023 18:45,31.41,26.813,33.927,26.719,12.827,40.09
09/04/2023 19:00,29.35,25.121,31.484,24.996,12.843,37.96
09/04/2023 19:15,29.632,25.388,31.139,25.2,12.788,38.249
09/04/2023 19:30,29.726,25.505,31.366,25.364,12.811,37.177
09/04/2023 19:45,30.078,25.92,31.664,25.826,12.811,37.114
09/04/2023 20:00,29.922,25.717,31.171,25.646,12.788,37.748
09/04/2023 20:15,30.117,26.069,31.946,25.873,12.803,38.226
09/04/2023 20:30,30.117,25.951,31.226,25.881,12.827,37.889
09/04/2023 20:45,30.258,26.171,30.764,26.014,12.803,37.803
09/04/2023 21:00,30.298,26.288,31.006,26.218,12.764,37.709
09/04/2023 21:15,30.399,26.304,31.038,26.226,12.764,38.242
09/04/2023 21:30,30.564,26.688,31.766,26.484,12.788,37.779
09/04/2023 21:45,30.854,27.063,31.547,26.766,12.733,38.007
09/04/2023 22:00,23.743,21.135,20.153,20.814,12.733,27.584
09/04/2023 22:15,23.931,21.308,20.732,21.175,12.756,27.357
09/04/2023 22:30,24.009,21.323,21.092,21.167,12.733,27.427
09/04/2023 22:45,24.268,21.746,20.247,21.449,12.756,27.208
09/04/2023 23:00,21.026,19.005,15.384,18.739,12.756,22.979
09/04/2023 23:15,21.237,19.209,15.188,19.005,12.725,23.277
09/04/2023 23:30,21.472,19.601,15.282,19.389,12.749,23.222
09/04/2023 23:45,21.637,19.796,15.258,19.577,12.749,23.386
09/05/2023 0:00,21.198,19.538,13.88,19.303,12.749,22.431
09/05/2023 0:15,21.472,19.82,14.89,19.585,12.772,22.11
09/05/2023 0:30,21.707,20.133,14.146,19.898,12.749,21.992
09/05/2023 0:45,21.872,20.313,14.287,20.164,12.749,22.227
09/05/2023 1:00,22.224,20.767,14.264,20.517,12.772,22.063
09/05/2023 1:15,22.302,20.901,14.695,20.736,12.749,22.345
09/05/2023 1:30,22.545,21.182,14.499,20.955,12.749,22.149
09/05/2023 1:45,22.678,21.464,13.872,21.214,12.772,21.687
09/05/2023 2:00,22.874,21.621,14.28,21.378,12.717,22.18
09/05/2023 2:15,22.991,21.778,14.366,21.598,12.749,21.852
09/05/2023 2:30,23.078,21.919,14.405,21.738,12.749,21.632
09/05/2023 2:45,23.477,22.412,14.264,22.138,12.749,22.071
09/05/2023 3:00,23.579,22.529,14.256,22.373,12.717,21.93
09/05/2023 3:15,23.767,22.756,13.935,22.529,12.741,21.867
09/05/2023 3:30,23.242,22.702,14.217,22.506,12.741,22.11
09/05/2023 3:45,23.43,22.905,14.765,22.616,12.709,22.157
09/05/2023 4:00,23.43,22.897,14.146,22.686,12.733,22.047
09/05/2023 4:15,23.344,22.788,14.413,22.576,12.702,21.867
09/05/2023 4:30,23.305,22.749,13.896,22.545,12.694,22.157
09/05/2023 4:45,23.054,22.373,14.115,22.224,12.717,21.765
09/05/2023 5:00,24.902,23.97,17.741,23.782,12.717,24.945
09/05/2023 5:15,24.597,23.085,17.161,22.937,12.686,24.827
09/05/2023 5:30,24.464,22.796,17.193,22.561,12.686,25.665
09/05/2023 5:45,23.078,21.151,17.357,20.901,12.686,24.718
09/05/2023 6:00,29.397,26.374,27.96,26.21,12.686,33.645
09/05/2023 6:15,28.747,25.497,25.995,25.278,12.655,33.801
09/05/2023 6:30,28.269,24.973,27.498,24.792,12.686,34.741
09/05/2023 6:45,28.778,25.356,27.764,25.114,12.686,35.234
09/05/2023 7:00,34.127,29.687,36.135,29.475,12.717,42.384
09/05/2023 7:15,33.9,29.46,36.198,29.225,12.678,41.812
09/05/2023 7:30,33.978,29.483,36.073,29.405,12.725,42.47
09/05/2023 7:45,33.876,29.468,36.644,29.272,12.835,42.713
09/05/2023 8:00,34.072,29.53,36.551,29.374,12.858,42.243
09/05/2023 8:15,34.299,29.843,36.308,29.796,12.866,42.384
09/05/2023 8:30,34.401,29.953,36.496,29.851,12.874,42.462
09/05/2023 8:45,34.652,30.251,36.237,30.141,12.866,43.01
09/05/2023 9:00,34.746,30.439,36.276,30.337,12.866,42.329
09/05/2023 9:15,34.644,30.266,36.59,30.094,12.858,42.047
09/05/2023 9:30,34.808,30.345,36.911,30.211,12.85,42.243
09/05/2023 9:45,34.652,30.345,36.19,30.313,12.858,42.212
09/05/2023 10:00,34.44,30.141,36.59,30.125,12.913,43.175
09/05/2023 10:15,34.479,30.047,37.443,29.953,12.976,42.4
09/05/2023 10:30,34.049,30.133,36.699,29.969,13.031,43.355
09/05/2023 10:45,34.088,30.172,36.339,30.055,13.038,42.22
09/05/2023 11:00,34.315,30.204,36.323,29.945,13.078,42.705
09/05/2023 11:15,34.323,30.251,36.77,30.016,13.085,42.689
09/05/2023 11:30,34.706,30.337,36.551,30.329,13.101,41.836
09/05/2023 11:45,34.879,30.587,36.691,30.313,13.101,42.188
09/05/2023 12:00,35.004,30.681,36.292,30.493,13.078,41.75
09/05/2023 12:15,34.894,30.681,36.276,30.533,13.038,42.736
09/05/2023 12:30,34.753,30.626,36.018,30.478,12.984,42.541
09/05/2023 12:45,35.223,30.948,36.582,30.854,12.937,42.783
09/05/2023 13:00,32.678,28.833,27.341,29.178,12.929,33.888
09/05/2023 13:15,32.866,29.045,32.001,28.904,13.015,38.641
09/05/2023 13:30,32.984,29.131,32.291,28.966,13.07,38.602
09/05/2023 13:45,33.07,29.53,32.87,29.342,13.007,38.641
09/05/2023 14:00,33.406,29.757,32.283,29.53,13.031,38.813
09/05/2023 14:15,33.289,29.671,32.392,29.507,13.038,39.056
09/05/2023 14:30,33.61,29.961,32.51,29.883,13.046,38.61
09/05/2023 14:45,33.265,29.726,32.706,29.468,13.031,38.954
09/05/2023 15:00,32.819,29.757,32.15,29.577,13.078,38.563
09/05/2023 15:15,33.312,29.687,32.197,29.624,13.046,38.367
09/05/2023 15:30,33.187,29.601,32.87,29.389,13.031,39.197
09/05/2023 15:45,32.326,29.178,32.212,29.021,12.999,38.664
09/05/2023 16:00,32.287,29.068,31.75,28.825,12.991,38.891
09/05/2023 16:15,35.427,31.676,37.709,31.574,12.976,43.23
09/05/2023 16:30,35.239,31.574,37.514,31.504,12.874,43.355
09/05/2023 16:45,35.623,31.316,37.623,31.128,12.78,43.253
09/05/2023 17:00,35.208,30.728,37.6,30.603,12.756,43.191
09/05/2023 17:15,34.417,29.883,37.357,29.789,12.741,42.979
09/05/2023 17:30,33.657,29.569,37.553,29.436,12.702,42.376
09/05/2023 17:45,33.297,29.131,37.537,29.037,12.702,43.778
09/05/2023 18:00,33.054,28.818,37.428,28.661,12.678,42.964
09/05/2023 18:15,33.681,28.849,37.396,28.684,12.702,43.238
09/05/2023 18:30,33.704,28.951,37.537,28.786,12.725,43.653
09/05/2023 18:45,33.555,28.904,37.107,28.825,12.733,43.144
09/05/2023 19:00,32.341,27.917,35.29,27.721,12.733,41.319
09/05/2023 19:15,32.412,27.862,35.532,27.612,12.733,41.742
09/05/2023 19:30,32.6,28.074,35.572,27.933,12.741,41.264
09/05/2023 19:45,32.475,27.917,35.243,27.847,12.741,41.718
09/05/2023 20:00,32.67,28.222,35.532,28.074,12.741,41.186
09/05/2023 20:15,32.592,28.168,35.258,28.05,12.709,42.173
09/05/2023 20:30,32.592,28.136,35.517,28.058,12.741,41.006
09/05/2023 20:45,32.874,28.395,34.867,28.277,12.741,42.126
09/05/2023 21:00,33.148,28.81,35.493,28.661,12.741,41.452
09/05/2023 21:15,33.524,29.295,35.587,29.099,12.709,40.458
09/05/2023 21:30,33.696,29.374,35.924,29.225,12.741,41.108
09/05/2023 21:45,33.915,29.773,35.125,29.538,12.741,41.405
09/05/2023 22:00,26.735,23.774,23.849,23.602,12.741,30.912
09/05/2023 22:15,26.891,23.986,25.063,23.759,12.741,30.802
09/05/2023 22:30,27.056,24.143,24.17,23.978,12.733,31.319
09/05/2023 22:45,27.58,24.785,24.742,24.534,12.702,31.523
09/05/2023 23:00,23.078,21.042,17.067,20.822,12.702,25.336
09/05/2023 23:15,23.101,21.088,17.717,20.885,12.702,24.702
09/05/2023 23:30,23.297,21.347,17.49,21.096,12.702,24.725
09/05/2023 23:45,23.61,21.793,17.083,21.574,12.694,24.819
09/06/2023 0:00,21.723,20.305,14.405,20.086,12.694,22.102
09/06/2023 0:15,21.879,20.407,14.358,20.149,12.694,22.697
09/06/2023 0:30,22.388,21.096,14.389,20.869,12.694,21.805
09/06/2023 0:45,22.576,21.331,14.718,21.057,12.694,21.781
09/06/2023 1:00,22.764,21.597,14.405,21.347,12.694,22.204
09/06/2023 1:15,22.991,21.809,14.389,21.637,12.694,22.173
09/06/2023 1:30,23.148,21.934,14.217,21.715,12.694,21.992
09/06/2023 1:45,23.258,22.247,14.82,22.028,12.67,21.703
09/06/2023 2:00,23.446,22.404,14.851,22.177,12.694,22.024
09/06/2023 2:15,23.516,22.561,14.28,22.373,12.67,22.039
09/06/2023 2:30,23.649,22.694,14.89,22.537,12.694,21.671
09/06/2023 2:45,23.915,22.976,14.319,22.741,12.694,22.384
09/06/2023 3:00,23.939,22.991,15.525,22.819,12.694,21.805
09/06/2023 3:15,23.962,23.038,15.07,22.89,12.67,21.789
09/06/2023 3:30,23.994,23.195,14.726,22.952,12.717,22.079
09/06/2023 3:45,23.72,23.179,14.342,22.999,12.717,21.64
09/06/2023 4:00,23.72,23.312,14.209,23.164,12.717,22.259
09/06/2023 4:15,23.422,23.007,14.358,22.827,12.717,22.462
09/06/2023 4:30,23.399,22.772,14.178,22.576,12.709,21.992
09/06/2023 4:45,25.129,24.299,16.887,24.174,12.709,24.859
09/06/2023 5:00,24.808,23.861,17.608,23.782,12.686,24.663
09/06/2023 5:15,25.309,23.704,18.571,23.547,12.686,25.931
09/06/2023 5:30,24.879,23.109,18.821,23.038,12.709,25.963
09/06/2023 5:45,24.464,22.279,19.362,22.099,12.709,26.48
09/06/2023 6:00,28.904,26.179,27.725,25.951,12.686,33.982
09/06/2023 6:15,28.583,25.309,25.595,25.129,12.686,33.519
09/06/2023 6:30,27.447,24.182,27.984,24.033,12.717,32.862
09/06/2023 6:45,27.353,24.127,26.511,23.986,12.694,33.637
09/06/2023 7:00,33.97,29.608,36.394,29.514,12.733,42.063
09/06/2023 7:15,33.696,29.264,36.222,29.178,12.772,42.893
09/06/2023 7:30,33.571,29.28,36.613,29.146,12.764,42.439
09/06/2023 7:45,33.876,29.514,36.511,29.35,12.85,42.071
09/06/2023 8:00,33.978,29.397,36.425,29.311,12.944,42.306
09/06/2023 8:15,33.203,29.28,35.775,29.154,12.96,42.705
09/06/2023 8:30,33.305,29.303,36.331,29.256,13.015,42
09/06/2023 8:45,33.422,29.468,36.175,29.436,12.984,42.4
09/06/2023 9:00,33.861,29.859,36.832,29.765,13.007,43.01
09/06/2023 9:15,34.244,29.89,36.135,29.726,12.976,42.854
09/06/2023 9:30,33.986,29.546,36.59,29.397,12.968,42.517
09/06/2023 9:45,34.127,29.702,36.504,29.663,12.929,42.635
09/06/2023 10:00,34.511,30.274,35.924,30.117,12.929,42.525
09/06/2023 10:15,34.652,30.258,36.034,30.157,12.968,42.611
09/06/2023 10:30,35.325,30.955,36.48,30.854,13.038,42.924
09/06/2023 10:45,34.839,30.658,36.879,30.462,13.101,42.564
09/06/2023 11:00,34.863,30.642,36.394,30.509,13.078,42.689
09/06/2023 11:15,35.208,30.908,36.817,30.76,13.203,42.478
09/06/2023 11:30,35.208,30.987,35.948,30.893,13.226,42.259
09/06/2023 11:45,35.192,31.018,36.676,30.987,13.171,42.165
09/06/2023 12:00,35.247,31.002,36.042,30.846,13.132,43.112
09/06/2023 12:15,35.145,31.049,36.433,30.814,13.226,42.885
09/06/2023 12:30,35.121,30.963,36.088,30.869,13.273,41.695
09/06/2023 12:45,35.529,31.417,36.441,31.229,13.32,42.314
09/06/2023 13:00,32.741,29.052,32.674,28.943,13.375,38.938
09/06/2023 13:15,32.709,28.943,31.899,28.81,13.352,39.494
09/06/2023 13:30,32.788,29.123,32.69,29.045,13.344,38.954
09/06/2023 13:45,32.897,29.358,32.338,29.264,13.375,39.15
09/06/2023 14:00,33.195,29.546,31.735,29.389,13.359,38.68
09/06/2023 14:15,33.289,29.71,32.588,29.577,13.273,39.252
09/06/2023 14:30,33.148,29.71,31.766,29.655,13.297,38.664
09/06/2023 14:45,33.242,29.742,32.048,29.585,13.258,38.68
09/06/2023 15:00,33.132,29.585,32.228,29.452,13.312,39.072
09/06/2023 15:15,33.226,29.679,32.338,29.585,13.32,38.617
09/06/2023 15:30,32.968,29.444,32.33,29.295,13.218,39.213
09/06/2023 15:45,33.195,29.585,32.972,29.389,13.265,38.923
09/06/2023 16:00,36.296,32.138,37.435,32.06,13.234,43.848
09/06/2023 16:15,36.327,32.161,37.388,32.138,13.195,42.94
09/06/2023 16:30,36.241,32.122,37.2,31.997,13.195,42.807
09/06/2023 16:45,35.685,31.425,37.31,31.269,13.171,43.277
09/06/2023 17:00,34.229,30.407,37.396,30.29,13.156,43.88
09/06/2023 17:15,33.821,29.757,37.42,29.608,13.101,43.308
09/06/2023 17:30,33.532,29.35,37.6,29.311,13.015,43.371
09/06/2023 17:45,33.281,28.88,37.6,28.763,12.991,42.752
09/06/2023 18:00,33.038,28.551,37.122,28.41,12.952,43.441
09/06/2023 18:15,33.226,28.324,37.498,28.191,12.937,43.089
09/06/2023 18:30,33.156,28.309,37.279,28.113,12.897,43.856
09/06/2023 18:45,33.125,28.285,37.373,28.105,12.913,43.512
09/06/2023 19:00,32.169,27.439,35.54,27.385,12.882,41.468
09/06/2023 19:15,32.114,27.565,35.282,27.463,12.874,41.797
09/06/2023 19:30,32.2,27.51,35.548,27.392,12.843,41.491
09/06/2023 19:45,32.326,27.729,35.478,27.572,12.835,42.376
09/06/2023 20:00,32.161,27.549,35.117,27.51,12.858,41.264
09/06/2023 20:15,32.349,27.878,35.023,27.729,12.827,41.28
09/06/2023 20:30,32.279,27.784,35.235,27.643,12.85,41.429
09/06/2023 20:45,32.49,28.019,35.603,27.886,12.827,41.194
09/06/2023 21:00,32.803,28.293,35.493,28.089,12.827,42.063
09/06/2023 21:15,32.741,28.426,34.757,28.277,12.843,41.906
09/06/2023 21:30,33.109,28.543,35.846,28.606,12.796,41.906
09/06/2023 21:45,33.148,28.951,35.125,28.763,12.788,41.037
09/06/2023 22:00,31.284,27.659,28.759,27.533,12.756,35.383
09/06/2023 22:15,26.719,23.641,24.695,23.493,12.78,31.366
09/06/2023 22:30,26.985,24.049,23.614,23.821,12.803,31.765
09/06/2023 22:45,27.267,24.526,24.507,24.37,12.803,32.141
09/06/2023 23:00,22.96,20.979,17.428,20.752,12.796,25
09/06/2023 23:15,22.96,20.767,17.13,20.533,12.772,24.655
09/06/2023 23:30,23.078,21.034,17.537,20.728,12.741,24.992
09/06/2023 23:45,23.203,21.182,17.357,20.94,12.764,24.647
09/07/2023 0:00,21.237,19.593,14.076,19.342,12.764,21.883
09/07/2023 0:15,21.472,19.89,13.943,19.742,12.733,22.118
09/07/2023 0:30,21.605,20.141,14.648,19.898,12.733,22.133
09/07/2023 0:45,22.036,20.626,14.452,20.376,12.733,21.985
09/07/2023 1:00,22.177,20.846,14.209,20.509,12.764,22.039
09/07/2023 1:15,22.334,21.026,14.554,20.838,12.733,21.82
09/07/2023 1:30,22.764,21.511,14.969,21.363,12.756,21.914
09/07/2023 1:45,23.038,21.832,14.46,21.621,12.733,22.517
09/07/2023 2:00,23.085,21.958,14.648,21.801,12.756,21.914
09/07/2023 2:15,23.273,22.185,14.366,21.966,12.756,21.891
09/07/2023 2:30,23.422,22.435,14.17,22.146,12.725,22.274
09/07/2023 2:45,23.634,22.584,14.146,22.451,12.717,22.141
09/07/2023 3:00,23.837,22.764,14.24,22.616,12.749,22.102
09/07/2023 3:15,23.806,22.811,14.248,22.639,12.741,21.961
