Date_time,BO1013_FLOW1,BO1016_Pressure(m),BO1017_Pressure(m),BO1021_FLOW1),BO1021_Pressure,BO1022_flow1,BO1022_Pressure(m),BO1017_FLOW1,BO1029_FLOW1,BO1029_Pressure(m),NB1013_FLOW1,NB1017_FLOW1,NB1017_Pressure,NB1019_FLOW1,NB1019_Pressure,NB1020_FLOW1,NB1021_FLOW1,NB1022_FLOW1,TD1029_flow1,TD1029_Pressure,TD1043_FLOW1,TD1043_Press(m),NMNBOOTM1_FLOW1,BOO_TM2_Pressure,,,,,,,
9/15/2023 0:00,612.8,21.859,20.275,1613.08,13.078,398.4,19.898,3232,201.6,14.486,657.6,3468,20.089,1239.2,17.894,402,1672,397.2,231.2,14.863,670,24,9720.001,12.631,,,,,,,
9/15/2023 0:15,598,22.08,20.556,1540.28,13.038,341.2,20.008,3200,175.2,14.812,614,3384,20.365,1118.4,18.245,370,1576,360,196.4,14.659,577.6,24,9000.001,12.6,,,,,,,
9/15/2023 0:30,585.2,22.268,20.816,1558.08,13.039,344.4,20.462,3168,175.6,14.522,586.8,3340,20.705,1082.8,18.62,356,1596,355.2,171.6,14.855,541.2,24,8800.001,12.6,,,,,,,
9/15/2023 0:45,574,22.453,21.028,1549.68,13.062,354.4,20.642,3080,152,14.546,582.4,3264,20.901,1056.8,18.841,361.6,1612,364.8,173.2,14.855,542.8,24,8640.001,12.631,,,,,,,
9/15/2023 1:00,557.6,22.659,21.274,1442.48,13.023,362.8,20.877,3076,144,14.501,568.4,3232,21.133,1058.4,19.191,352,1608,368.8,150.8,14.926,526,24,8480.001,12.631,,,,,,,
9/15/2023 1:15,542.8,22.849,21.487,1405.48,13.046,301.6,21.175,2992,154.4,14.59,548.8,3188,21.342,1014,19.461,339.6,1624,308,141.6,14.706,503.6,24,8280.001,12.6,,,,,,,
9/15/2023 1:30,532,22.951,21.618,1392.68,12.929,294,21.41,2988,282.4,14.384,544.4,3108,21.483,1000.8,19.595,342,1632,305.6,153.6,15.114,498.8,24,8200.001,12.631,,,,,,,
9/15/2023 1:45,520,23.216,21.957,1382.68,13.015,311.2,21.629,2928,230,14.838,521.2,3100,21.83,1005.2,20.097,345.6,1624,329.6,277.6,14.73,470.8,24,8200.001,12.631,,,,,,,
9/15/2023 2:00,513.6,23.474,22.357,1388.08,12.952,298,22.404,2852,114.4,14.653,514,3032,22.193,1009.6,20.646,340.4,1536,306.8,227.2,15.114,445.2,24.5,7960.001,12.6,,,,,,,
9/15/2023 2:15,509.2,23.561,22.477,1267.88,12.914,289.6,22.553,2860,120.8,14.619,509.6,2992,22.391,1030,20.771,342,1352,292.4,110.8,14.777,422.8,24,7600.001,12.631,,,,,,,
9/15/2023 2:30,497.2,23.702,22.631,1239.68,12.913,276.8,22.639,2796,144.8,14.548,500.8,2920,22.527,1009.6,20.912,332,1352,282.4,118.8,15.067,408.8,24.5,7480.001,12.631,,,,,,,
9/15/2023 2:45,488,23.82,22.785,1233.28,12.944,284.4,22.553,2704,143.6,14.841,490.4,2864,22.574,960.8,21.09,324.8,1336,296.4,142,14.659,404.4,24,7440.001,12.631,,,,,,,
9/15/2023 3:00,488.4,23.94,22.907,1225.48,12.858,357.2,22.796,2652,245.2,14.253,478.4,2796,22.814,947.6,21.2,308.8,1336,372,141.2,14.949,454.4,24.5,7360.001,12.631,,,,,,,
9/15/2023 3:15,482.4,24.046,23.042,1225.68,12.913,346,22.96,2612,264.4,14.624,479.6,2772,22.944,951.6,21.387,304,1352,355.6,242.4,15.458,456.4,24.5,7400.001,12.631,,,,,,,
9/15/2023 3:30,475.2,23.763,23.06,1242.88,12.881,300.4,23.062,2556,314,14.543,475.2,2744,22.916,918,21.4,296.4,1356,313.2,261.6,14.832,459.6,24.5,7360.001,12.631,,,,,,,
9/15/2023 3:45,481.2,23.685,23.081,1249.28,12.889,316.4,22.827,2604,354.8,14.603,468.4,2740,22.965,899.6,21.445,294,1368,318.8,310.8,14.863,454.8,24.5,7360.001,12.631,,,,,,,
9/15/2023 4:00,490.4,23.584,22.99,1265.68,12.944,287.2,22.984,2564,372.4,14.59,484.8,2724,22.926,896.8,21.323,286.4,1404,297.6,351.2,15.098,459.6,24.5,7400.001,12.631,,,,,,,
9/15/2023 4:15,494.4,23.496,22.89,1305.08,12.905,281.2,23.093,2572,354.8,14.543,488.4,2736,22.837,900.8,21.102,286,1472,288.8,366.4,14.471,441.2,24.5,7440.001,12.631,,,,,,,
9/15/2023 4:30,508.4,23.344,22.707,1332.48,12.888,278.8,22.796,2612,348.4,14.778,493.2,2756,22.649,903.6,20.926,282.4,1528,281.2,349.6,15.341,531.6,24,7600.001,12.631,,,,,,,
9/15/2023 4:45,564.4,23.502,22.703,1377.48,12.992,288.8,22.506,2696,362.8,14.742,495.6,2852,22.271,920.4,20.695,286.4,1540,300.8,346.8,14.91,545.2,24,7680.001,12.639,,,,,,,
9/15/2023 5:00,664.8,24.892,23.481,1497.28,12.959,269.6,23.446,3016,386,17.394,552.8,3180,23.44,1062,20.865,296.4,1660,271.6,357.6,17.956,611.2,27,8160.001,12.639,,,,,,,
9/15/2023 5:15,654,24.553,22.822,1827.68,12.952,272,22.608,3040,378.4,17.399,661.2,3284,22.772,1103.6,19.946,309.2,2020,283.2,378.8,17.753,690.4,27,9240.001,12.639,,,,,,,
9/15/2023 5:30,689.2,23.6,21.663,1920.48,12.952,302.8,21.84,3324,278,17.206,651.2,3492,21.762,1221.6,18.429,333.2,2132,315.6,370.8,18.183,765.2,26.5,9600.001,12.67,,,,,,,
9/15/2023 5:45,797.6,24.736,22.199,2148.28,13.031,317.2,20.11,3636,340,20.67,671.2,3896,22.151,1359.2,18.123,358.4,2228,327.6,275.2,17.659,871.2,26,10160,12.647,,,,,,,
9/15/2023 6:00,926.4,28.042,24.788,2348.68,12.92,422,23.344,4220,393.6,25.76,784,4476,24.774,1671.2,19.793,401.2,2372,433.2,336,27.134,1112,34,11720,12.647,,,,,,,
9/15/2023 6:15,980.8,27.549,24.168,2544.88,12.873,558,22.388,4300,394.4,26.673,913.6,4584,24.158,1703.2,19.076,464,2584,573.6,390,26.969,1414.4,34,13400,12.647,,,,,,,
9/15/2023 6:30,1034.4,27.212,23.804,2481.88,12.921,597.2,21.809,4432,366.8,26.637,979.2,4656,23.79,1679.6,18.76,469.2,2572,618.8,389.2,26.813,1448.8,33.5,13760,12.655,,,,,,,
9/15/2023 6:45,1064,28.881,25.075,2480.28,12.945,669.2,21.738,4600,407.6,30.121,1019.2,4888,24.936,1788.8,19.499,496.8,2524,695.2,364,26.969,1516,33.5,13880,12.709,,,,,,,
9/15/2023 7:00,1118.4,32.282,27.983,2606.28,12.96,740.8,25.02,4892,518.8,34.209,1039.2,5248,27.836,1922,21.823,510.8,2536,746,399.6,34.933,1524,40.5,14560,12.694,,,,,,,
9/15/2023 7:15,1108.4,32.27,27.95,2727.08,12.943,764,25.638,4944,555.6,34.306,1128.8,5240,27.914,1842.8,21.832,558.4,2668,786,514,34.55,1626.4,41,15440,12.709,,,,,,,
9/15/2023 7:30,1074.8,32.39,28.051,2731.08,12.935,856.8,25.27,4992,421.2,34.199,1094.4,5248,27.844,1834.8,21.953,549.6,2680,865.2,550.8,34.808,1547.6,41.5,15480,12.749,,,,,,,
9/15/2023 7:45,1036.8,32.5,28.152,2694.48,12.976,870,25.348,5000,455.6,34.152,1067.6,5196,28.071,1888.8,22.011,566.8,2668,867.2,419.2,34.526,1558,41,15280,12.764,,,,,,,
9/15/2023 8:00,1049.2,32.416,28.069,2684.28,12.943,884.4,25.192,4904,488,34.374,1025.6,5200,27.954,1960.8,21.805,565.2,2656,884.8,453.2,35.176,1491.6,41.5,15200,12.811,,,,,,,
9/15/2023 8:15,1079.6,32.447,28.112,2672.08,13.037,934,25.286,4884,551.2,34.421,1051.2,5152,27.985,1887.6,21.835,545.2,2640,954.4,485.2,35.121,1453.2,41.5,15240,12.819,,,,,,,
9/15/2023 8:30,1086.8,32.494,28.221,2673.28,12.952,910.4,25.348,4980,591.2,34.233,1064,5152,28.16,1939.2,22.101,524,2644,908,546.8,34.73,1378.8,41.5,15240,12.858,,,,,,,
9/15/2023 8:45,1075.6,32.611,28.299,2677.88,12.998,899.6,25.607,4860,589.6,34.282,1081.6,5144,28.293,1841.2,22.274,543.6,2620,901.6,586.4,35.082,1289.6,42,15240,12.874,,,,,,,
9/15/2023 9:00,1026.4,32.62,28.295,2663.68,13.029,957.6,25.341,4976,591.2,34.457,1066.4,5144,28.217,1905.6,22.206,541.6,2608,964.8,584.4,34.816,1311.6,41.5,15240,12.913,,,,,,,
9/15/2023 9:15,1014,32.965,28.662,2644.28,13.054,970.8,25.646,4992,594,34.28,1020.8,5176,28.596,1840.8,22.727,552.4,2632,1010.4,586.4,34.824,1300.4,42,15200,12.921,,,,,,,
9/15/2023 9:30,1015.6,33.054,28.797,2639.08,13.157,861.6,26.124,4832,598.4,34.397,1003.6,5164,28.758,1877.2,22.893,544.4,2624,897.6,589.2,34.769,1276,42,15040,12.976,,,,,,,
9/15/2023 9:45,1038.8,33.025,28.817,2625.28,13.21,839.6,26.241,4904,596.4,34.426,1008.4,5136,28.653,1819.6,22.923,532.8,2628,842,592.8,34.894,1275.6,42,14920,12.976,,,,,,,
9/15/2023 10:00,1042,33.057,28.847,2623.88,13.312,838,26.273,4904,604,34.387,1037.6,5132,28.833,1911.6,23.001,538.8,2628,859.6,593.6,34.62,1236.4,42.5,14920,12.952,,,,,,,
9/15/2023 10:15,1042.8,33.11,28.894,2639.68,13.304,817.2,26.265,4824,576.4,34.554,1041.2,5120,28.82,1908.4,22.998,554,2588,853.6,602,34.824,1231.2,42,14920,12.944,,,,,,,
9/15/2023 10:30,1000.8,33.276,29.076,2624.68,13.407,826,26.609,4748,610.8,34.227,1037.6,5144,28.972,1814,23.262,548.8,2564,837.2,570.8,35.239,1194,42,14920,12.968,,,,,,,
9/15/2023 10:45,979.2,33.358,29.108,2574,13.344,876.4,26.429,4844,550.4,34.572,983.6,5140,28.938,1786.8,23.319,566.4,2556,878.8,605.6,34.996,1268.8,42,14880,12.96,,,,,,,
9/15/2023 11:00,1015.6,33.374,29.2,2550.4,13.352,906.8,26.742,4896,428.4,34.36,976.4,5088,29.068,1876.4,23.412,573.6,2512,912,543.2,35.121,1348.4,42,14840,13.007,,,,,,,
9/15/2023 11:15,1014,33.437,29.281,2525.6,13.367,843.6,26.899,4736,529.2,34.28,1001.6,5088,29.214,1881.6,23.53,570,2508,848.4,424.8,34.933,1285.6,42,14680,12.952,,,,,,,
9/15/2023 11:30,966.4,33.445,29.205,2536.8,13.367,798.8,26.648,4836,588,34.483,998,5100,29.17,1932.4,23.356,552.4,2492,803.2,526.8,34.792,1287.2,42,14760,13.023,,,,,,,
9/15/2023 11:45,957.2,33.366,29.137,2499.2,13.383,858.8,26.641,4836,608.8,34.282,960,5088,28.992,1935.6,23.268,540,2476,863.6,583.6,35.035,1268,42,14800,13.046,,,,,,,
9/15/2023 12:00,999.2,33.483,29.305,2508.8,13.446,850.8,26.75,4836,646.8,34.165,950.4,5108,29.079,2008.4,23.585,540.4,2480,900.8,601.2,34.886,1262,42,14800,13.046,,,,,,,
9/15/2023 12:15,1020.4,33.785,29.715,2461.2,13.43,784,27.502,4760,608,34.405,997.2,5140,29.632,1898,24.289,541.2,2444,788.4,640.8,34.973,1238.8,42,14800,13.085,,,,,,,
9/15/2023 12:30,995.6,33.986,29.935,2286,13.469,762.8,27.682,4896,609.6,34.282,1015.6,5136,29.731,1912.4,24.58,549.2,2288,780.8,604.4,35.106,1259.6,42,14640,13.078,,,,,,,
9/15/2023 12:45,949.2,33.198,29.325,2260,13.5,786.8,27.784,4776,606.8,33.416,1000,5028,29.465,1975.6,24.152,542.4,2224,814.4,601.6,34.667,1252.4,42,14560,13.132,,,,,,,
9/15/2023 13:00,895.6,32.003,28.51,2248,13.508,826,26.468,4600,545.2,31.343,951.2,4884,28.306,1949.6,23.45,532.4,2204,819.2,602.4,31.731,1196,39.5,14200,13.171,,,,,,,
9/15/2023 13:15,879.6,31.922,28.7,2202.8,13.485,804.4,26.703,4584,562.8,30.985,887.2,4828,28.593,1890.4,23.654,530.8,2192,796,542.4,31.919,1105.6,39.5,13800,13.171,,,,,,,
9/15/2023 13:30,922.8,32.34,28.699,2215.2,13.485,839.2,26.57,4548,528.8,31.346,876.4,4832,28.593,1850.4,23.637,517.2,2196,844.8,556.8,32.06,1074.4,39.5,13680,13.132,,,,,,,
9/15/2023 13:45,914.8,32.45,28.863,2192.4,13.516,869.2,26.805,4544,456.8,31.304,902.8,4796,28.76,1810,23.867,511.2,2176,882.8,524.8,31.715,1069.2,40,13680,13.171,,,,,,,
9/15/2023 14:00,884.4,32.505,28.939,2170.4,13.493,866.8,26.938,4556,452,31.685,902.4,4772,28.794,1854.4,23.99,492,2156,865.2,452,31.934,1096.4,39.5,13520,13.179,,,,,,,
9/15/2023 14:15,873.2,32.597,29.017,2202.8,13.524,827.2,27.079,4528,446.4,31.275,878.4,4800,28.917,1788.4,24.12,488,2184,846,448,32.177,1031.2,39.5,13480,13.14,,,,,,,
9/15/2023 14:30,866,32.679,29.135,2226,13.524,832.8,27.063,4528,462.8,31.552,859.2,4776,29.003,1714.8,24.298,509.2,2212,846,443.2,32.31,1061.6,39.5,13400,13.101,,,,,,,
9/15/2023 14:45,916.8,32.664,29.222,2237.6,13.524,845.6,27.533,4560,434.4,31.573,849.6,4736,29.12,1772.8,24.471,513.2,2204,848,457.6,31.973,1038.8,40,13440,13.085,,,,,,,
9/15/2023 15:00,948.8,32.494,29.013,2162.4,13.524,864.8,27.22,4452,436.8,31.45,908,4720,28.927,1735.6,24.097,497.2,2136,910.4,431.2,32.208,1018,39.5,13360,13.101,,,,,,,
9/15/2023 15:15,953.2,32.407,29.034,2185.6,13.516,891.6,27.087,4356,476,31.278,938,4700,28.93,1856.4,24.132,513.6,2184,912.4,434.4,31.809,1065.2,39.5,13480,13.054,,,,,,,
9/15/2023 15:30,900.4,32.191,29.116,2213.6,13.485,848,27.04,4532,535.6,31.273,943.2,4744,29.039,1830.8,24.222,499.2,2196,848.8,474,32.161,1121.6,39.5,13520,13.007,,,,,,,
9/15/2023 15:45,908.4,33.142,29.796,2238.4,13.438,727.2,27.369,4600,625.2,33.361,899.2,4852,29.786,1815.6,24.384,532,2248,754,534.4,32.075,1078.4,39.5,13520,13.038,,,,,,,
9/15/2023 16:00,957.6,35.096,31.477,2507.6,13.43,707.2,29.123,4908,521.6,36.725,908.4,5064,31.376,1882.8,25.528,508.4,2508,716.4,618.8,36.977,1131.2,44,14120,13.015,,,,,,,
9/15/2023 16:15,964,35.053,31.411,2634,13.391,748.4,28.731,4860,500,36.417,942.4,5072,31.253,1965.2,25.483,530.8,2636,764,516.4,37.024,1222.4,44,14600,13.038,,,,,,,
9/15/2023 16:30,1016,35.15,31.104,2664.8,13.375,770.4,28.778,4780,460.4,36.504,967.2,5104,31.036,1909.2,25.227,521.2,2640,770,495.2,37.251,1346,44,14680,13.015,,,,,,,
9/15/2023 16:45,1090,34.476,30.133,2667.2,13.344,779.6,28.191,4904,476.8,36.357,986.8,5220,30.021,1836,23.987,527.2,2632,786,458.4,36.836,1432.8,43.5,14840,13.031,,,,,,,
9/15/2023 17:00,1106.4,33.727,29.45,2790.8,13.328,761.6,27.079,4984,478.4,36.232,1062.8,5288,29.405,1871.2,23.21,542,2808,764.8,473.6,36.664,1462.8,43,15240,12.991,,,,,,,
9/15/2023 17:15,1084.4,33.077,28.949,2849.2,13.281,765.2,26.492,4972,481.6,36.164,1089.2,5372,28.979,1852,22.501,535.2,2840,778.8,476.8,36.821,1526.4,43,15520,12.976,,,,,,,
9/15/2023 17:30,1090,32.795,28.627,2822.8,13.265,821.6,25.991,5268,559.2,36.271,1069.2,5424,28.632,1974,22.074,546.4,2848,806.8,476.4,36.766,1619.6,42.5,15760,12.944,,,,,,,
9/15/2023 17:45,1166.8,32.477,28.312,2876,13.218,752.4,25.505,5220,570,36.193,1097.2,5452,28.275,1969.2,21.664,582.8,2860,740.8,557.2,36.899,1629.6,42.5,15960,12.897,,,,,,,
9/15/2023 18:00,1170,32.753,28.127,2854,13.179,742,25.435,5116,567.2,36.425,1154.4,5460,28.1,1923.2,21.465,597.6,2860,734.8,566.8,36.68,1682.8,42.5,16120,12.89,,,,,,,
9/15/2023 18:15,1186.4,32.655,27.873,2860,13.14,763.2,24.879,5216,547.2,36.292,1163.6,5472,27.719,1950.4,21.13,596.8,2840,774,564,37.11,1684.8,42.5,16200,12.874,,,,,,,
9/15/2023 18:30,1145.6,32.715,27.859,2852.4,13.125,813.6,24.699,5260,532.4,36.237,1182,5516,27.711,1940.8,21.101,570.4,2808,818.4,544.8,36.829,1738,42,16320,12.858,,,,,,,
9/15/2023 18:45,1140,32.278,27.566,2776,13.125,850.4,24.792,5200,428,35.783,1134.8,5440,27.476,2010,20.937,616,2780,882.8,534,36.727,1762.8,42.5,16280,12.827,,,,,,,
9/15/2023 19:00,1152.8,31.593,27.06,2714.8,13.117,870.4,23.962,5212,493.2,34.136,1125.2,5408,26.975,1938.8,20.754,564.8,2732,913.2,424.4,34.683,1772.4,40.5,16000,12.819,,,,,,,
9/15/2023 19:15,1173.2,31.568,27.071,2655.2,13.109,759.6,24.236,5232,514.4,34.146,1137.2,5420,26.933,1984,20.817,578.8,2644,776,487.2,34.871,1650,40.5,15840,12.796,,,,,,,
9/15/2023 19:30,1135.6,31.879,27.387,2617.2,13.078,763.2,24.495,5152,451.2,34.183,1171.2,5404,27.212,1990,21.177,591.6,2576,779.2,510.8,34.863,1660.8,40.5,15840,12.788,,,,,,,
9/15/2023 19:45,1103.6,32.074,27.637,2623.2,13.07,733.6,25.004,5020,269.6,34.327,1115.6,5364,27.465,2079.6,21.492,586.8,2604,760.8,447.2,34.777,1674.8,41,15640,12.788,,,,,,,
9/15/2023 20:00,1087.6,32.184,27.763,2588.8,13.07,702,25.153,5076,230.8,34.3,1078.8,5384,27.768,1999.6,21.682,570,2608,734,267.2,34.894,1653.6,41,15320,12.811,,,,,,,
9/15/2023 20:15,1083.2,32.302,27.901,2620,13.062,714.8,25.247,5032,231.6,34.334,1075.6,5396,27.758,1965.6,21.807,592.8,2572,720,228.4,34.933,1617.2,41,15240,12.788,,,,,,,
9/15/2023 20:30,1128.8,32.312,27.923,2582.8,13.062,681.2,25.2,4920,236.4,34.41,1072.4,5340,27.763,2011.2,21.907,597.6,2552,696,230,35.098,1598.8,41.5,15240,12.788,,,,,,,
9/15/2023 20:45,1121.2,32.436,28.069,2566.4,13.031,706.8,25.458,5088,216.4,34.525,1116.4,5368,27.943,1939.2,22.234,585.2,2560,723.6,233.6,34.886,1524.8,41,15160,12.827,,,,,,,
9/15/2023 21:00,1067.2,32.703,28.36,2542.8,13.031,732.8,25.779,5012,210.4,34.535,1113.2,5388,28.196,1864.8,22.654,591.6,2528,735.6,213.6,34.949,1525.2,41.5,15040,12.772,,,,,,,
9/15/2023 21:15,1050,32.81,28.514,2562.4,13.054,700.8,26.241,5156,231.6,34.35,1054.4,5336,28.431,1876.8,22.831,582.4,2496,717.2,209.2,35.043,1509.2,41.5,14960,12.772,,,,,,,
9/15/2023 21:30,1029.6,33.06,28.785,2523.6,13.031,736.4,26.398,5020,204,34.509,1037.2,5340,28.585,1876,23.143,569.6,2504,756,229.6,34.816,1588.4,41.5,14840,12.772,,,,,,,
9/15/2023 21:45,938.8,29.484,25.941,2506,13.054,752.4,26.742,4696,168.4,30.787,1035.6,4948,26.842,1721.2,21.153,574,2504,751.6,198.8,35.278,1470.4,41.5,14760,12.772,,,,,,,
9/15/2023 22:00,933.2,25.992,23.009,2278,13.054,637.6,21.723,4296,260,23.455,943.6,4536,22.822,1594,18.914,547.2,2276,663.6,166,23.657,1318.4,31.5,13440,12.741,,,,,,,
9/15/2023 22:15,924,26.151,23.186,2116,13.054,557.6,21.691,4328,318.8,23.212,924.4,4548,23.049,1645.2,19.201,496.8,2088,583.6,257.2,23.845,1170.8,31.5,12680,12.764,,,,,,,
9/15/2023 22:30,874.4,26.455,23.437,2076.4,13.054,570,21.911,4352,192.4,23.52,919.6,4548,23.289,1635.6,19.454,489.2,2044,593.6,316,23.955,1193.6,31.5,12640,12.764,,,,,,,
9/15/2023 22:45,806.4,24.451,21.96,2048.8,13.023,582.4,22.467,4020,152,21.507,868,4272,22.472,1511.6,18.538,477.6,2036,586.4,190.4,23.774,1149.2,32,12400,12.764,,,,,,,
9/15/2023 23:00,744.8,22.744,20.503,1919.6,13.046,491.2,19.624,3892,158.4,17.579,801.2,4008,20.337,1407.6,17.355,450.4,1904,490.8,149.2,17.901,1007.6,26,11360,12.764,,,,,,,
9/15/2023 23:15,734.8,22.941,20.736,1792.4,13.023,466.4,19.945,3752,176.4,17.461,743.6,3948,20.501,1440.4,17.619,419.2,1772,470,156.8,17.948,916.8,26.5,10760,12.756,,,,,,,
9/15/2023 23:30,719.2,23.24,21.11,1743.6,13.046,512.4,20.29,3664,188.4,17.579,723.6,3912,20.974,1350,18.128,415.2,1724,518,174.4,17.917,894,26.5,10600,12.756,,,,,,,
9/15/2023 23:45,670.4,22.177,20.397,1725.2,12.991,453.6,20.666,3492,185.2,15.517,708.8,3672,20.277,1266.8,17.814,431.6,1724,473.2,185.6,18.371,837.2,26.5,10400,12.733,,,,,,,
9/16/2023 0:00,634.4,21.676,20.039,1672.8,13.046,412.4,19.64,3284,201.6,14.217,670.4,3548,19.919,1183.6,17.667,411.6,1644,416,181.2,14.863,718,24,9640.001,12.725,,,,,,,
9/16/2023 0:15,620,21.82,20.237,1582.4,13.046,387.6,19.883,3272,206.4,14.233,627.6,3480,20.05,1173.6,17.875,376.8,1588,391.2,198.4,14.98,662.8,24,9200.001,12.725,,,,,,,
9/16/2023 0:30,611.2,22.102,20.587,1608.8,13.015,412,19.977,3244,206.8,14.648,613.6,3444,20.365,1117.6,18.335,376.4,1588,415.6,204,14.832,622.4,24,9080.001,12.749,,,,,,,
9/16/2023 0:45,603.6,22.505,21.105,1595.2,12.991,386,20.564,3180,263.6,14.52,608,3436,20.877,1117.6,19.167,369.2,1588,396.8,204,14.824,666,24,8920.001,12.717,,,,,,,
9/16/2023 1:00,591.2,22.687,21.342,1379.6,13.015,354,21.261,3128,385.2,14.342,598.4,3384,21.182,1120,19.451,380.4,1352,349.6,261.6,14.73,572.4,24,8640.001,12.717,,,,,,,
9/16/2023 1:15,578,22.818,21.5,1318,13.007,338,21.3,3200,425.6,14.749,586.8,3328,21.289,1095.6,19.636,381.2,1304,343.2,379.2,14.894,544.8,24,8560.001,12.717,,,,,,,
9/16/2023 1:30,573.2,23.087,21.819,1306.8,13.038,369.2,21.707,3096,416.8,14.548,571.6,3252,21.694,1068.4,20.036,372,1288,363.6,421.2,14.863,536.4,24,8480.001,12.749,,,,,,,
9/16/2023 1:45,558.8,23.262,22.05,1288.8,13.007,318.8,21.989,2976,384,14.601,569.2,3144,21.89,1072.4,20.292,370,1280,326.4,413.2,15.278,543.2,24,8320.001,12.749,,,,,,,
9/16/2023 2:00,544,23.385,22.244,1302.4,13.038,339.6,22.146,2932,375.2,14.695,548.8,3068,22.099,1035.2,20.535,353.6,1288,352.4,379.6,14.988,516.4,24.5,8120.001,12.717,,,,,,,
9/16/2023 2:15,535.6,23.467,22.395,1288.8,13.038,344.8,22.279,2872,383.2,14.622,542.4,3036,22.219,1031.6,20.687,362.4,1284,356.4,371.6,14.792,466.4,24,7920.001,12.717,,,,,,,
9/16/2023 2:30,521.6,23.653,22.578,1296.8,13.007,347.6,22.592,2840,370,14.316,540,2968,22.451,956.8,20.962,364,1284,345.2,379.6,14.808,435.2,24.5,7920.001,12.717,,,,,,,
9/16/2023 2:45,519.2,23.765,22.752,1288,13.031,370.8,22.843,2776,368,14.734,515.2,2920,22.602,918.4,21.122,350.8,1268,381.2,368.8,14.949,432,24.5,7720.001,12.717,,,,,,,
9/16/2023 3:00,516.8,23.861,22.844,1292.8,13.031,374.8,22.89,2744,374,14.977,516.8,2892,22.707,885.2,21.262,341.6,1288,382.8,364.8,14.973,424.8,24.5,7600.001,12.709,,,,,,,
9/16/2023 3:15,508,23.972,22.957,1287.6,12.999,370.8,23.101,2700,296,14.789,506.4,2808,22.775,883.6,21.334,338.4,1288,384.8,366.8,15.223,403.6,24.5,7520.001,12.709,,,,,,,
9/16/2023 3:30,502.8,23.582,22.906,1306.4,13.031,394.4,22.85,2640,263.6,14.214,508,2712,22.811,871.6,21.22,326,1288,410,292.4,15.027,392,24.5,7360.001,12.702,,,,,,,
9/16/2023 3:45,505.6,23.514,22.908,1321.2,12.999,559.2,22.741,2528,259.2,14.603,489.2,2708,22.796,863.2,21.228,303.2,1296,556.4,263.2,15.012,395.2,24.5,7360.001,12.678,,,,,,,
9/16/2023 4:00,509.2,23.569,22.971,1322,12.999,534.8,22.999,2560,259.2,14.71,501.6,2704,22.835,904.4,21.268,312,1332,542,257.6,14.753,417.6,24.5,7400.001,12.702,,,,,,,
9/16/2023 4:15,516,23.59,22.973,1368.4,13.031,422.8,22.952,2620,267.6,14.392,496.4,2764,22.869,893.2,21.298,310.4,1348,422.8,256,14.918,426.8,24.5,7400.001,12.678,,,,,,,
9/16/2023 4:30,517.2,23.425,22.799,1402.4,13.031,332.4,22.921,2656,268.4,15.016,508.8,2784,22.686,911.6,21.027,307.2,1396,347.2,264,14.957,412.8,24.5,7400.001,12.67,,,,,,,
9/16/2023 4:45,530.4,23.218,22.471,1453.6,12.999,320,22.537,2704,285.6,14.222,510.4,2816,22.459,913.2,20.596,298,1440,324.8,268.4,15.004,463.6,24.5,7600.001,12.67,,,,,,,
9/16/2023 5:00,603.2,24.846,23.326,1565.2,12.999,304.8,21.684,2872,293.2,16.809,517.6,3096,22.89,1042.4,20.774,297.2,1552,317.2,278.8,14.949,521.6,24.5,7760.001,12.694,,,,,,,
9/16/2023 5:15,644.8,24.755,23.125,1919.2,12.999,351.6,22.725,3096,322,17.629,600.8,3208,23.08,1141.2,20.358,301.2,1900,362,290.4,17.745,649.6,27,8960.001,12.647,,,,,,,
9/16/2023 5:30,694.8,23.747,21.895,2012,13.031,368,22.169,3124,427.6,17.206,639.2,3356,21.994,1135.6,18.677,328,2008,385.2,315.2,17.862,701.2,27,9400.001,12.694,,,,,,,
9/16/2023 5:45,816.8,26.085,23.542,2306.4,12.999,411.6,20.204,3532,409.6,20.208,690.4,3796,22.704,1257.2,19.321,314.8,2296,420.8,424,17.831,782.4,26.5,10120,12.67,,,,,,,
9/16/2023 6:00,858,29.081,26.105,2562.8,13.007,493.2,24.307,4028,358,26.391,806,4300,25.954,1484.4,21.433,380,2556,512.8,404.4,27.032,1000,34.5,11680,12.694,,,,,,,
9/16/2023 6:15,897.2,28.606,25.485,2569.6,13.031,580,24.072,4172,380,26.438,848,4356,25.487,1525.6,20.682,467.2,2548,577.6,354.8,26.719,1192,34,12720,12.694,,,,,,,
9/16/2023 6:30,936,28.175,24.932,2589.6,13.038,534,23.203,4184,377.2,26.428,884.8,4492,24.871,1555.6,20.08,467.2,2568,562.8,374,26.829,1314,34,13080,12.678,,,,,,,
9/16/2023 6:45,999.2,30.69,26.883,2554.8,13.046,573.6,22.741,4604,434,29.2,925.2,4860,25.946,1782.8,21.338,496,2536,586.4,373.6,26.907,1342.4,34,13400,12.749,,,,,,,
9/16/2023 7:00,1046,33.079,28.882,2634.4,13.054,628.4,26.507,4816,534.8,34.452,1005.2,5120,28.76,1809.6,22.953,522.4,2616,647.2,427.6,34.839,1539.2,41,14480,12.764,,,,,,,
